GeneID,TruePE,PsuedoPE,gene_biotype
ENSMUSG00000000532,   227.00,328.7849629217099,protein_coding
ENSMUSG00000000538,    90.23,120.95891559004774,protein_coding
ENSMUSG00000000544,   403.00,582.787463688678,protein_coding
ENSMUSG00000000552,    82.00,132.80333796445538,protein_coding
ENSMUSG00000000555,   396.00,593.1022860548493,protein_coding
ENSMUSG00000000561,  1368.84,2035.2342752890572,protein_coding
ENSMUSG00000000563,  8680.59,14828.659603195916,protein_coding
ENSMUSG00000000568,  1445.65,2019.9864337894453,protein_coding
ENSMUSG00000000579,   337.30,738.2988406854461,protein_coding
ENSMUSG00000000581,  1960.00,2875.2567345702478,protein_coding
ENSMUSG00000000594,   162.00,234.66220883039688,protein_coding
ENSMUSG00000000600,   974.02,1148.8403555817597,protein_coding
ENSMUSG00000000605,   151.00,211.4538585065115,protein_coding
ENSMUSG00000000627,    46.00,65.75699258434199,protein_coding
ENSMUSG00000000628,   904.00,1284.1953845883259,protein_coding
ENSMUSG00000000631,   325.00,495.111473576222,protein_coding
ENSMUSG00000000673,     1.00,1.2893527957714115,protein_coding
ENSMUSG00000000708,   845.36,1253.1307437853898,protein_coding
ENSMUSG00000000711,   488.00,722.0375656319904,protein_coding
ENSMUSG00000000730,  2282.00,3424.521025568869,protein_coding
ENSMUSG00000000731,   252.00,384.2271331398806,protein_coding
ENSMUSG00000000732,    65.00,97.99081247862728,protein_coding
ENSMUSG00000000738,   372.00,542.8175270197643,protein_coding
ENSMUSG00000000739,     3.00,9.025469570399881,protein_coding
ENSMUSG00000000740, 42428.86,61990.806718013875,protein_coding
ENSMUSG00000000743,   621.00,927.0446601596449,protein_coding
ENSMUSG00000000751,  2108.00,3120.233765766816,protein_coding
ENSMUSG00000000753,    43.00,61.88893419702775,protein_coding
ENSMUSG00000000759,   665.00,969.5933024201014,protein_coding
ENSMUSG00000000776,   317.00,461.5883008861653,protein_coding
ENSMUSG00000000782,   231.00,357.150724428681,protein_coding
ENSMUSG00000000787, 23538.85,34505.659520434514,protein_coding
ENSMUSG00000000792,    58.00,78.6505205420561,protein_coding
ENSMUSG00000000804,   464.00,688.5143929419337,protein_coding
ENSMUSG00000000805,    75.00,99.28016527439868,protein_coding
ENSMUSG00000000811,    42.00,68.33569817588481,protein_coding
ENSMUSG00000000823,   256.00,381.6484275483378,protein_coding
ENSMUSG00000000826,   605.00,906.4150154273023,protein_coding
ENSMUSG00000000827,  3083.00,4519.1815491787975,protein_coding
ENSMUSG00000000838,  1612.08,2406.022334815517,protein_coding
ENSMUSG00000000876,    64.76,95.41210688708445,protein_coding
ENSMUSG00000000881,   379.00,564.7365245478783,protein_coding
ENSMUSG00000000884,   142.45,208.50955535155984,protein_coding
ENSMUSG00000000901,   118.00,186.95615538685468,protein_coding
ENSMUSG00000000902,   463.13,683.5081225417488,protein_coding
ENSMUSG00000000903,     1.00,3.8680583873142345,protein_coding
ENSMUSG00000000915,   336.80,504.3313937966481,protein_coding
ENSMUSG00000000916,   238.49,357.93310983860636,protein_coding
ENSMUSG00000000934,    66.00,101.85887086594151,protein_coding
ENSMUSG00000000948,  1165.87,1585.2248525919167,protein_coding
ENSMUSG00000000957,   169.00,259.1599119500537,protein_coding
ENSMUSG00000000958,   366.97,540.184121422366,protein_coding
ENSMUSG00000000959,   448.03,660.203331440818,protein_coding
ENSMUSG00000000976,   164.00,244.97903582298483,protein_coding
ENSMUSG00000001014,     3.00,5.157411183085646,protein_coding
ENSMUSG00000001016,  3607.12,5257.793560261961,protein_coding
ENSMUSG00000001017,  2102.55,3029.8924489180135,protein_coding
ENSMUSG00000001018,   621.97,900.6871386584515,protein_coding
ENSMUSG00000001025,  1513.00,2060.3857676427156,protein_coding
ENSMUSG00000001034,   188.00,266.8960287246822,protein_coding
ENSMUSG00000001036,   472.00,733.6417407939331,protein_coding
ENSMUSG00000001039,   705.00,1022.4567670467293,protein_coding
ENSMUSG00000001052,   323.00,474.48182884387944,protein_coding
ENSMUSG00000001053,   410.00,618.8893419702775,protein_coding
ENSMUSG00000001054,   297.00,426.7757754003372,protein_coding
ENSMUSG00000001056,  8926.00,13076.616054713655,protein_coding
ENSMUSG00000001062,    60.00,81.22922613359893,protein_coding
ENSMUSG00000001065,   137.82,205.1410126813054,protein_coding
ENSMUSG00000001082,   496.00,742.667210364333,protein_coding
ENSMUSG00000001089,   675.00,974.7507136031871,protein_coding
ENSMUSG00000001098,   510.92,768.1109877910277,protein_coding
ENSMUSG00000001100,   662.83,982.4717385497577,protein_coding
ENSMUSG00000001105,   698.00,1036.6396478002148,protein_coding
ENSMUSG00000001120,    69.00,96.70145968285586,protein_coding
ENSMUSG00000001123,    43.00,55.442170218170695,protein_coding
ENSMUSG00000001127,  1189.17,1750.9410966575767,protein_coding
ENSMUSG00000001128,   225.00,330.07431571748134,protein_coding
ENSMUSG00000001131,   491.00,727.1949768150761,protein_coding
ENSMUSG00000001134,  1610.34,2385.0928732029183,protein_coding
ENSMUSG00000001138,   252.00,382.9377803441092,protein_coding
ENSMUSG00000001143,   123.50,184.60478274908908,protein_coding
ENSMUSG00000001150,   988.00,1493.0705375032944,protein_coding
ENSMUSG00000001151,   617.00,910.2830738146165,protein_coding
ENSMUSG00000001156,    25.00,41.25928946468517,protein_coding
ENSMUSG00000001157,   268.12,386.8058387314234,protein_coding
ENSMUSG00000001158,  1347.00,1932.7398408613458,protein_coding
ENSMUSG00000001166,    52.92,64.46763978857058,protein_coding
ENSMUSG00000001173,   571.23,870.2152609798961,protein_coding
ENSMUSG00000001175,  8011.00,11689.272446463616,protein_coding
ENSMUSG00000001211,   494.00,716.8801544489048,protein_coding
ENSMUSG00000001227,    32.00,45.1273478519994,protein_coding
ENSMUSG00000001228,  2081.86,3073.6564437366414,protein_coding
ENSMUSG00000001229,   240.00,361.0187828159952,protein_coding
ENSMUSG00000001240,    10.71,12.893532102338677,protein_coding
ENSMUSG00000001247,   282.29,410.87864084492975,protein_coding
ENSMUSG00000001248,   345.00,504.1369431466219,protein_coding
ENSMUSG00000001249,    59.00,83.80793172514174,protein_coding
ENSMUSG00000001270,  2586.00,3859.032917743835,protein_coding
ENSMUSG00000001280,  2040.34,2959.0646662953895,protein_coding
ENSMUSG00000001281,    32.00,45.1273478519994,protein_coding
ENSMUSG00000001285,   398.23,579.7279338155323,protein_coding
ENSMUSG00000001288,   248.00,355.8613716329096,protein_coding
ENSMUSG00000001289,  1970.77,2759.4908484138427,protein_coding
ENSMUSG00000001300,    63.00,92.83340129554162,protein_coding
ENSMUSG00000001305,  2010.02,2915.2266712391615,protein_coding
ENSMUSG00000001313,   132.84,203.5715291506296,protein_coding
ENSMUSG00000001323,   215.06,300.33851802192845,protein_coding
ENSMUSG00000001334,    24.00,34.81252548582811,protein_coding
ENSMUSG00000001348,   348.00,529.9239990620501,protein_coding
ENSMUSG00000001349,   100.00,149.56492430948373,protein_coding
ENSMUSG00000001366,   174.00,246.2663839923396,protein_coding
ENSMUSG00000001376,  2766.01,4114.324771306574,protein_coding
ENSMUSG00000001380,  1062.33,1533.5461255633618,protein_coding
ENSMUSG00000001383,  1994.00,2821.1039171478483,protein_coding
ENSMUSG00000001403,  1453.91,2130.0108186143716,protein_coding
ENSMUSG00000001415,  1471.54,2219.005611036705,protein_coding
ENSMUSG00000001416,  5028.00,7451.169806762987,protein_coding
ENSMUSG00000001418,   534.58,790.8117754877446,protein_coding
ENSMUSG00000001419,   196.40,281.85756056008836,protein_coding
ENSMUSG00000001420,    73.70,102.45037005789034,protein_coding
ENSMUSG00000001424,  1259.00,1888.9018458051178,protein_coding
ENSMUSG00000001435,  6328.00,9471.585637736789,protein_coding
ENSMUSG00000001436,   132.00,199.84968334456877,protein_coding
ENSMUSG00000001440,  5781.00,8509.728452091316,protein_coding
ENSMUSG00000001441,  1057.19,1511.0686531107237,protein_coding
ENSMUSG00000001445,   646.22,985.0540768928026,protein_coding
ENSMUSG00000001467,  1169.00,1671.0012233197492,protein_coding
ENSMUSG00000001472,  1100.00,1646.5035202000925,protein_coding
ENSMUSG00000001473,  1431.00,2194.478458402942,protein_coding
ENSMUSG00000001482,  1048.00,1561.4062356791794,protein_coding
ENSMUSG00000001504,    44.00,61.88893419702775,protein_coding
ENSMUSG00000001506,   128.00,195.98162495725455,protein_coding
ENSMUSG00000001507,   509.00,777.4797358501611,protein_coding
ENSMUSG00000001517,   397.00,594.3916388506207,protein_coding
ENSMUSG00000001518,   175.06,247.555736788111,protein_coding
ENSMUSG00000001521,   180.50,277.2902019027369,protein_coding
ENSMUSG00000001524,   476.00,713.0120960615906,protein_coding
ENSMUSG00000001525, 11275.04,16930.491561274404,protein_coding
ENSMUSG00000001542,   563.00,816.1603197233035,protein_coding
ENSMUSG00000001552,   649.00,979.9081247862728,protein_coding
ENSMUSG00000001555,   139.00,216.61126968959712,protein_coding
ENSMUSG00000001558,    28.00,45.1273478519994,protein_coding
ENSMUSG00000001569,   494.85,701.5932749026721,protein_coding
ENSMUSG00000001576,   472.00,697.5398625123336,protein_coding
ENSMUSG00000001583,    59.26,86.38741768689152,protein_coding
ENSMUSG00000001588,    38.00,48.99540623931364,protein_coding
ENSMUSG00000001604,   160.00,221.76868087268278,protein_coding
ENSMUSG00000001627,   899.72,1303.6606441177962,protein_coding
ENSMUSG00000001630,   389.69,691.0930985334766,protein_coding
ENSMUSG00000001632,   331.00,519.6096809359702,protein_coding
ENSMUSG00000001642, 10619.25,15333.512477662263,protein_coding
ENSMUSG00000001655,    37.00,56.73152301394211,protein_coding
ENSMUSG00000001663,    50.00,69.62505097165622,protein_coding
ENSMUSG00000001665,    15.00,19.34023379720384,protein_coding
ENSMUSG00000001666,   400.00,545.3962278639101,protein_coding
ENSMUSG00000001672,    16.00,24.49770311965682,protein_coding
ENSMUSG00000001674,  3138.00,4582.79923866918,protein_coding
ENSMUSG00000001687,   409.00,581.4981108929065,protein_coding
ENSMUSG00000001700,   140.00,199.84968334456877,protein_coding
ENSMUSG00000001707,  4126.00,6075.430373674891,protein_coding
ENSMUSG00000001729,   524.00,778.7690886459326,protein_coding
ENSMUSG00000001750,   286.00,439.6693033580513,protein_coding
ENSMUSG00000001751,    34.00,50.284759035085045,protein_coding
ENSMUSG00000001755,   216.00,306.86596539359596,protein_coding
ENSMUSG00000001761,   357.00,553.1323493859355,protein_coding
ENSMUSG00000001763,    37.00,46.41670064777081,protein_coding
ENSMUSG00000001767,  1562.48,2301.4947404519694,protein_coding
ENSMUSG00000001768,    49.00,73.49310935897046,protein_coding
ENSMUSG00000001774,  3340.00,4885.357743177879,protein_coding
ENSMUSG00000001783,  3538.00,5239.929762015016,protein_coding
ENSMUSG00000001785,  2473.00,3616.6345921388092,protein_coding
ENSMUSG00000001786,   137.31,200.28854990976973,protein_coding
ENSMUSG00000001794,  1837.00,2719.245046281907,protein_coding
ENSMUSG00000001802,    97.00,150.85427710525514,protein_coding
ENSMUSG00000001819,    16.00,21.918997528113994,protein_coding
ENSMUSG00000001827,  1739.00,2576.12688595128,protein_coding
ENSMUSG00000001829,   601.00,928.3340129554163,protein_coding
ENSMUSG00000001833,  7091.00,10363.817772410606,protein_coding
ENSMUSG00000001844,    77.00,108.30563484479856,protein_coding
ENSMUSG00000001847,   900.18,1270.4384669801689,protein_coding
ENSMUSG00000001855,   679.89,1032.4176497880867,protein_coding
ENSMUSG00000001864,   548.00,787.7945582163325,protein_coding
ENSMUSG00000001870,   178.32,264.20792954111613,protein_coding
ENSMUSG00000001891,   316.00,466.74571206925094,protein_coding
ENSMUSG00000001901,    18.00,23.208350323885405,protein_coding
ENSMUSG00000001909,  1023.79,1553.8576302036774,protein_coding
ENSMUSG00000001910,  1162.20,1759.3730698383465,protein_coding
ENSMUSG00000001918,   819.00,1157.8388106027276,protein_coding
ENSMUSG00000001924,  5598.00,8383.371878105718,protein_coding
ENSMUSG00000001930,    43.00,72.58299012824408,protein_coding
ENSMUSG00000001942,   121.00,177.9306858164548,protein_coding
ENSMUSG00000001943,     7.00,10.314822366171292,protein_coding
ENSMUSG00000001946,     5.00,6.446763978857057,protein_coding
ENSMUSG00000001948,    29.00,38.680583873142346,protein_coding
ENSMUSG00000001962,   652.00,956.6997744623873,protein_coding
ENSMUSG00000001964,  1210.28,1728.0306574215804,protein_coding
ENSMUSG00000001983,   170.86,255.12975779380955,protein_coding
ENSMUSG00000001985,   146.00,210.16450571074006,protein_coding
ENSMUSG00000001986,   183.00,256.5812063585109,protein_coding
ENSMUSG00000001995,   248.00,363.59748840753804,protein_coding
ENSMUSG00000001998,   193.22,278.31058506814986,protein_coding
ENSMUSG00000001999,   257.00,379.069721956795,protein_coding
ENSMUSG00000002006,   917.00,1402.8158417992956,protein_coding
ENSMUSG00000002010,  3033.00,4548.836663481539,protein_coding
ENSMUSG00000002012,   161.00,242.39832560502535,protein_coding
ENSMUSG00000002014,  3821.00,5528.7447882678125,protein_coding
ENSMUSG00000002015,  5538.00,8012.038272923551,protein_coding
ENSMUSG00000002017,   853.00,1227.4638615743838,protein_coding
ENSMUSG00000002028,   662.00,983.776183173587,protein_coding
ENSMUSG00000002031,  1231.38,1686.914018017693,protein_coding
ENSMUSG00000002032,     6.00,7.736116774628469,protein_coding
ENSMUSG00000002043,   134.00,189.5348609783975,protein_coding
ENSMUSG00000002052,  1088.71,1602.0912420964944,protein_coding
ENSMUSG00000002055,   774.85,1135.3758271670347,protein_coding
ENSMUSG00000002058,   142.00,223.0580336684542,protein_coding
ENSMUSG00000002059,   315.12,468.03951860418107,protein_coding
ENSMUSG00000002064,  1112.29,1634.1842752897483,protein_coding
ENSMUSG00000002068,  1077.00,1605.2442307354072,protein_coding
ENSMUSG00000002076,   508.00,745.2459159558758,protein_coding
ENSMUSG00000002083,   221.00,355.8613716329096,protein_coding
ENSMUSG00000002102,  4100.00,6000.647911520149,protein_coding
ENSMUSG00000002103,   270.02,408.24653347107454,protein_coding
ENSMUSG00000002104,    35.00,52.863464626627874,protein_coding
ENSMUSG00000002105,    79.00,107.01628204902715,protein_coding
ENSMUSG00000002107,    94.00,136.67139635176963,protein_coding
ENSMUSG00000002109,   135.98,213.2215140907458,protein_coding
ENSMUSG00000002129,   872.00,1317.7185572783826,protein_coding
ENSMUSG00000002147,   298.00,443.53736174536556,protein_coding
ENSMUSG00000002190,    43.00,59.31022860548493,protein_coding
ENSMUSG00000002205,   131.00,193.4029193657117,protein_coding
ENSMUSG00000002210,   152.00,233.37285603462547,protein_coding
ENSMUSG00000002221,   457.61,699.0975338307738,protein_coding
ENSMUSG00000002222,   823.00,1262.2763870602118,protein_coding
ENSMUSG00000002227,   823.00,1248.0935063067263,protein_coding
ENSMUSG00000002228,    97.00,146.98621871794091,protein_coding
ENSMUSG00000002233,   858.00,1236.4893311447836,protein_coding
ENSMUSG00000002249,   100.00,150.85427710525514,protein_coding
ENSMUSG00000002250,   100.00,157.3010410841122,protein_coding
ENSMUSG00000002257,    87.00,134.0926907602268,protein_coding
ENSMUSG00000002265,   988.00,1429.8922505104954,protein_coding
ENSMUSG00000002274,   207.31,329.60700635323326,protein_coding
ENSMUSG00000002279,   103.00,150.85427710525514,protein_coding
ENSMUSG00000002280,   196.98,296.6293008888421,protein_coding
ENSMUSG00000002289,   243.00,376.49101636525216,protein_coding
ENSMUSG00000002297,  2549.09,3708.065604497262,protein_coding
ENSMUSG00000002307,   339.00,506.7156487381647,protein_coding
ENSMUSG00000002308,   959.00,1436.3390144893524,protein_coding
ENSMUSG00000002319,   623.00,933.5169988019101,protein_coding
ENSMUSG00000002320,   263.01,394.52401730663024,protein_coding
ENSMUSG00000002324,   117.00,167.61586345028348,protein_coding
ENSMUSG00000002325,   120.06,178.02138048703875,protein_coding
ENSMUSG00000002326,   329.00,500.26888475930764,protein_coding
ENSMUSG00000002329,   338.00,502.84759035085045,protein_coding
ENSMUSG00000002332,   127.00,190.8242137741689,protein_coding
ENSMUSG00000002342,   413.00,586.6555220759923,protein_coding
ENSMUSG00000002343,   270.05,400.1834737738428,protein_coding
ENSMUSG00000002345,   153.00,230.57445359485172,protein_coding
ENSMUSG00000002346,    33.05,48.99540623931364,protein_coding
ENSMUSG00000002365,   147.00,224.3473864642256,protein_coding
ENSMUSG00000002372,   806.00,1204.2555112504983,protein_coding
ENSMUSG00000002379,  4617.00,6784.574411349167,protein_coding
ENSMUSG00000002384,    99.32,139.69428279911918,protein_coding
ENSMUSG00000002393,   207.23,299.10711280741776,protein_coding
ENSMUSG00000002395,  2094.00,3072.5277123232736,protein_coding
ENSMUSG00000002396,    71.77,101.8816066771044,protein_coding
ENSMUSG00000002409,    35.00,54.15281742239928,protein_coding
ENSMUSG00000002413,   644.56,934.178602581438,protein_coding
ENSMUSG00000002416,  1919.44,2589.6225882618296,protein_coding
ENSMUSG00000002428,  1387.00,2092.619587537001,protein_coding
ENSMUSG00000002455,   992.00,1444.075131263981,protein_coding
ENSMUSG00000002458,   116.00,161.16909947142645,protein_coding
ENSMUSG00000002475,    53.00,73.49310935897046,protein_coding
ENSMUSG00000002477,  4929.28,7109.4913158835625,protein_coding
ENSMUSG00000002486,   103.00,152.14362990102654,protein_coding
ENSMUSG00000002489,   148.00,215.32191689382572,protein_coding
ENSMUSG00000002496,   572.41,852.4151961946287,protein_coding
ENSMUSG00000002500,     6.00,9.025469570399881,protein_coding
ENSMUSG00000002504,   195.00,288.8150262527962,protein_coding
ENSMUSG00000002524,  1056.00,1551.091413313008,protein_coding
ENSMUSG00000002546,   257.00,362.3081356117666,protein_coding
ENSMUSG00000002550,   226.23,353.869382282934,protein_coding
ENSMUSG00000002578,    38.00,52.863464626627874,protein_coding
ENSMUSG00000002580,   570.99,866.4224744337477,protein_coding
ENSMUSG00000002602,   110.00,165.03715785874067,protein_coding
ENSMUSG00000002603,    11.00,15.472233549256938,protein_coding
ENSMUSG00000002608,   169.00,246.2663839923396,protein_coding
ENSMUSG00000002617,   189.00,288.8150262527962,protein_coding
ENSMUSG00000002625,   326.00,477.06053443542226,protein_coding
ENSMUSG00000002635,   635.00,960.5678328497015,protein_coding
ENSMUSG00000002658,  1139.00,1652.9502841789495,protein_coding
ENSMUSG00000002660,   608.00,903.8363098357595,protein_coding
ENSMUSG00000002661,    96.00,141.82880753485526,protein_coding
ENSMUSG00000002668,     4.00,6.446763978857057,protein_coding
ENSMUSG00000002679,  1762.00,2533.5782436908235,protein_coding
ENSMUSG00000002688,    49.00,74.78246215474186,protein_coding
ENSMUSG00000002718, 13473.00,19982.391437827308,protein_coding
ENSMUSG00000002728,  2687.00,3880.142208885006,protein_coding
ENSMUSG00000002731,   359.00,520.8985294916503,protein_coding
ENSMUSG00000002732,    37.00,52.863464626627874,protein_coding
ENSMUSG00000002733,   760.81,509.01314294954443,protein_coding
ENSMUSG00000002741,   791.00,1159.1281633984988,protein_coding
ENSMUSG00000002748,  1282.13,1891.4805513966608,protein_coding
ENSMUSG00000002763,   375.00,568.6045829351924,protein_coding
ENSMUSG00000002767,   356.00,528.6346462662788,protein_coding
ENSMUSG00000002768,   862.35,1242.0827600513062,protein_coding
ENSMUSG00000002769,    46.00,63.178286992799165,protein_coding
ENSMUSG00000002778,   601.00,867.73443155416,protein_coding
ENSMUSG00000002781,    94.00,143.11816033062667,protein_coding
ENSMUSG00000002797,   646.00,905.1256626315309,protein_coding
ENSMUSG00000002799,   211.00,313.31272937245296,protein_coding
ENSMUSG00000002803,    51.00,78.6505205420561,protein_coding
ENSMUSG00000002804,   222.00,327.4956101259385,protein_coding
ENSMUSG00000002808,   195.00,266.8960287246822,protein_coding
ENSMUSG00000002812,   375.00,572.4726413225067,protein_coding
ENSMUSG00000002814,   180.00,263.02797033736795,protein_coding
ENSMUSG00000002820,   326.92,512.3880357454964,protein_coding
ENSMUSG00000002825,  1163.00,1759.9665662279767,protein_coding
ENSMUSG00000002833,   689.00,1010.8525918847866,protein_coding
ENSMUSG00000002835,   542.48,798.6259722391457,protein_coding
ENSMUSG00000002844,  1442.00,2150.6404633467146,protein_coding
ENSMUSG00000002845,  3960.98,5791.747590683584,protein_coding
ENSMUSG00000002846,   468.00,683.3569817588481,protein_coding
ENSMUSG00000002847,   713.00,1044.3757645748433,protein_coding
ENSMUSG00000002870,  2832.05,4180.1263852709435,protein_coding
ENSMUSG00000002871,   105.00,158.5903938798836,protein_coding
ENSMUSG00000002881,    94.00,135.3820435559982,protein_coding
ENSMUSG00000002885,   593.88,859.2608650667692,protein_coding
ENSMUSG00000002897,    42.00,61.88893419702775,protein_coding
ENSMUSG00000002900,   929.00,1380.8968442711816,protein_coding
ENSMUSG00000002908,    40.00,61.88893419702775,protein_coding
ENSMUSG00000002910,    74.00,100.56951807017009,protein_coding
ENSMUSG00000002948,   320.00,464.7129040957837,protein_coding
ENSMUSG00000002949,  1210.00,1801.2258556926618,protein_coding
ENSMUSG00000002957,  1077.51,1612.933556523165,protein_coding
ENSMUSG00000002963,   189.00,279.78955668239627,protein_coding
ENSMUSG00000002968,   490.20,584.0768164844494,protein_coding
ENSMUSG00000002980,   469.00,689.8037457377052,protein_coding
ENSMUSG00000002981,   945.00,1406.68390018661,protein_coding
ENSMUSG00000002983,   101.00,148.27557151371232,protein_coding
ENSMUSG00000002984,  1198.91,1814.214603708164,protein_coding
ENSMUSG00000002985,  7633.00,11083.276632451054,protein_coding
ENSMUSG00000002992,     5.00,7.736116774628469,protein_coding
ENSMUSG00000002996,  1950.55,2922.96278801379,protein_coding
ENSMUSG00000002997,    43.00,67.0463453801134,protein_coding
ENSMUSG00000003031,   140.00,206.29644732342584,protein_coding
ENSMUSG00000003032,   721.00,1014.7206502721008,protein_coding
ENSMUSG00000003033,   258.00,388.09519152719486,protein_coding
ENSMUSG00000003037,   728.00,1102.3966403845568,protein_coding
ENSMUSG00000003038,  3063.07,5077.141853728341,protein_coding
ENSMUSG00000003039,  1665.22,2349.2007938955117,protein_coding
ENSMUSG00000003051,   316.94,475.7235967763446,protein_coding
ENSMUSG00000003062,   670.00,1001.8271223143868,protein_coding
ENSMUSG00000003068,   458.53,667.3258445997602,protein_coding
ENSMUSG00000003070,    34.00,47.706053443542224,protein_coding
ENSMUSG00000003072,  1033.00,1456.968659221695,protein_coding
ENSMUSG00000003099,   759.00,1128.183696299985,protein_coding
ENSMUSG00000003119,   545.00,820.0283781106177,protein_coding
ENSMUSG00000003123,    31.95,43.83799505622799,protein_coding
ENSMUSG00000003131,   716.00,1079.1882900606713,protein_coding
ENSMUSG00000003134,   105.50,161.6735020509041,protein_coding
ENSMUSG00000003135,   711.00,1053.4012341452433,protein_coding
ENSMUSG00000003153, 18347.93,27245.044559856597,protein_coding
ENSMUSG00000003154,    55.65,80.92926813922344,protein_coding
ENSMUSG00000003161,   352.00,508.00500153393614,protein_coding
ENSMUSG00000003166,   566.88,853.4289960897036,protein_coding
ENSMUSG00000003184,   426.00,615.0212835829633,protein_coding
ENSMUSG00000003190,    74.78,105.31031471470844,protein_coding
ENSMUSG00000003198,   123.85,180.22731026396164,protein_coding
ENSMUSG00000003199,   441.00,636.9402811110773,protein_coding
ENSMUSG00000003200,   597.00,880.627959511874,protein_coding
ENSMUSG00000003208,    69.00,96.70145968285586,protein_coding
ENSMUSG00000003226,  4770.00,7034.708853728821,protein_coding
ENSMUSG00000003228,    40.00,58.020875809713516,protein_coding
ENSMUSG00000003233,   162.04,237.24091442193972,protein_coding
ENSMUSG00000003234,   708.00,1055.979939736786,protein_coding
ENSMUSG00000003235,  2489.00,3692.7064070893225,protein_coding
ENSMUSG00000003269,   355.00,514.4517655127931,protein_coding
ENSMUSG00000003271,    12.00,16.76158634502835,protein_coding
ENSMUSG00000003273,    28.00,61.88893419702775,protein_coding
ENSMUSG00000003279,    33.00,51.57411183085646,protein_coding
ENSMUSG00000003282,    99.00,141.82880753485526,protein_coding
ENSMUSG00000003283,    36.00,46.41670064777081,protein_coding
ENSMUSG00000003299,   349.00,518.3198239001074,protein_coding
ENSMUSG00000003308,   168.46,251.9595531696819,protein_coding
ENSMUSG00000003309,   209.00,321.04884614708146,protein_coding
ENSMUSG00000003316,  1299.00,1908.242137741689,protein_coding
ENSMUSG00000003341,     6.00,9.025469570399881,protein_coding
ENSMUSG00000003344,   221.00,342.96784367519547,protein_coding
