"","GeneID","PB357.02","PB357.07","PB357.09","PB357.12","PB357.16","PB357.18","PB357.19","PB357.20","PB357.21","PB357.22","PB357.28","PB357.29","PB358.01","PB358.04","PB358.05","PB358.07","PB358.08","PB358.12","PB358.13","PB358.18","PB358.19","PB358.25","PB358.28","PB358.29","PB358.32","PB358.33","PB358.34","PB358.39","PB358.42","PB358.43","PB358.50","PB358.57","PB359.03","PB359.06","PB359.19","PB359.22","PB359.25","PB359.29","PB359.33","PB359.41","PB359.42","PB359.49","PB359.51","PB359.55","PB359.56","PB359.57","PB359.64","PB359.65","PB359.66","PB359.67","PB359.70","PB359.73","PB359.83","PB359.84","PB359.86","PB359.87","PB359.88","PB359.90","PB360.02","PB360.07","PB360.08","PB360.09","PB360.13","PB360.15","PB360.18","PB360.21","PB360.22","PB360.24","PB360.26","PB360.32","PB360.36","PB360.41","PB360.42","PB360.45","PB360.46","PB360.49","PB360.50","PB360.52","PB360.53","PB360.57","PB360.59","PB360.70","PB360.75","PB360.76","PB360.83","PB360.86","PB360.88","PB360.93","PB360.94","PB361.01","PB361.02","PB361.11","PB361.15","PB361.21","PB361.23","PB361.24","PB361.25","PB361.28","PB361.37","PB361.39","PB361.43","PB361.44","PB361.48","PB361.59","PB361.62","PB361.63","PB361.67","PB361.69","PB361.70","PB361.73_ES_B","PB361.73","PB361.76","PB361.77","PB361.78","PB361.81","PB361.85","PB361.86","PB361.88","PB361.90_ES_B","PB361.91","PB361.94","PB362.07","PB362.09","PB362.11","PB362.13","PB362.40","PB362.45","PB362.56","PB362.57","PB362.65","PB362.73","PB363.02","PB363.07","PB363.08","PB363.47","PB363.55","PB364.50","PB364.73","PB364.86","PB365.13","PB365.22","PB365.33","PB365.38","PB365.45","PB365.46","PB365.47","PB366.02","PB366.03","PB366.07","PB366.15","PB366.18","PB366.21","PB366.41","PB366.43","PB366.44","PB366.51","PB366.72","PB366.78","PB366.80","PB366.87","PB367.06","PB367.10","PB367.19","PB367.26","PB367.45_ES_B","PB367.45","PB367.47","PB367.55","PB367.68","PB368.05","PB368.06","PB368.12","PB368.15","PB368.19","PB368.24","PB368.41","PB368.63","PB368.79","PB369.07","PB369.08","PB369.16","PB369.18","PB369.29","PB369.32","PB369.36"
"225","ENSMUSG00000075425",1.2238,0,9.9161,3.6679,2,5.6476,1.2629,5.7873,2.5509,7.8433,3.5769,7.8441,3.9169,2.1637,2.2506,1.6072,1,10.6953,5.4697,3,0,9.3656,4.4541,2,1.4452,2.3187,9.0511,4,5.4812,4.6852,9.3301,1,4.6258,7.8819,2.4724,4,11.77,3.4751,8.7618,4.8311,0,2.4056,8.045,1.3673,3,5.2166,2.8973,7.8513,5.7294,9.9802,6.0833,4.1745,10.5942,9.2425,9.8782,4.7974,6.5128,7.7816,5.0527,1.1366,6.4728,4.2022,9.8971,7.5451,2,3.0899,2,14.1686,0,3.6556,2,3.9283,8.065,0,1.2524,6.4293,2.2161,6.9217,5.578,2.9374,0,6.2289,17.2116,1.7523,8.118,2,5.6081,0,3.6866,10.6908,8.6757,5.0419,3,3,1,2.9199,12.7054,5.617,4.6513,6.0301,3.9013,8.8896,1,7.9777,2.1468,1,1,3.3547,6.4321,4.7637,15.9427,5.8806,1,2.1241,4.3774,5.0313,5.2076,5.0375,0,8.5277,17.567,0,2.562,5.7273,2.8868,5.0924,0,6.8188,11.9437,4.778,4.5262,0,2.5723,3.273,2.061,5.5959,10.4295,1.0631,0,3.5934,1.2085,2.2965,6.711,3.4717,2.2148,4.8418,2.4272,4.0804,5.7322,0,7.5462,4.5855,1,5.7848,2.6715,3.5085,0,0,1.1672,1.2686,2.6695,4.7037,9.3469,5.458,1.9078,9.6629,5.8134,7.6135,3,3.1977,2,2.1829,0,0,7.1358,0,9.7688,2.0358,0,2.2087,1,2,15.1682,4.1795,1.4564
"226","ENSMUSG00000075558",10,2.695,5.6799,0,5.0456,2,3.57,7.4739,4.3918,4.1387,3.2969,7,10.2303,6.2725,1.6277,6.9494,3,3.8133,3.8022,3.2202,2.5965,2.337,5.4903,0,4.3603,0.9855,2.9389,7,4,7.5312,4.7847,1,6.3143,6.5324,0,3.8211,4.3579,4.6283,9.9205,8.7491,10.394,7.6152,3.6555,2,1,7,3.1522,4.628,3,7.9548,4.1579,7,10.4699,13.8933,11.8442,3.3692,4,12.6513,2.7271,0,6.1854,5,7.2165,6.7403,2,4,4.4743,9.6686,7.3404,1,5.0719,4.969,5.4061,4,4,7.8187,5.7765,9.3864,4.6544,4,1.0576,6.5256,9.5377,3.7277,1,11.1299,5.068,3,9.0425,1.5639,3.9211,1.8803,6.4607,7.7141,4.8521,0.8802,4.0647,7.5368,6.8223,1.9542,6.8558,3.6566,1.7778,3,4.5961,3.8022,0,5,1.4613,3,2.9413,9.3162,0,7.7472,5.4517,4.3297,0,8.4165,4.9242,3.5839,3.1255,1.3974,8.3702,3.9396,2,7.6415,6.2832,0,9.6375,1,2.5941,3.8463,3.7364,6.6889,4.6004,9.2477,16.993,0,2.9747,3.4456,3.8746,7.0281,8.0484,7,3.7553,13.5888,14.3997,4.982,2.8676,0,3.9599,4.5701,3,4,2.9989,3,3,2,8.7402,1,6.6272,7.2652,11.7937,0.6723,3.0243,5.9486,2.8695,6.9061,6.6162,6.8526,2.4878,3.4336,0,6.9374,7.5416,2,9.7471,6,6.634,3.7026,4.267,2.8437,10.8618,8.6509,3.8266
"227","ENSMUSG00000075581",13.8677,9.9491,37.3248,58.8638,36.5973,28.6777,42.4122,27.699,37.3654,28.6311,44.0741,23.4822,25.8662,44.4998,27.1355,11.0932,21.2715,37.3781,22.2625,19.6113,12.367,49.4769,23.2902,39.9514,8.3505,30.3235,15.8155,17.9404,18.3104,18.9398,27.7197,22.4315,9.0114,47.4624,30.8354,23.1842,58.9928,51.2344,53.3176,35.4084,47.3633,56.3746,15.1971,12.471,46.1979,21.0957,22.1958,27.1158,12.0287,39.3805,13.061,44.9206,31.2148,24.2881,31.4205,46.0506,16.5918,37.8613,18.8418,34.1233,19.4293,21.1067,32.3913,69.7233,34.1185,20.8694,19.7366,38.0023,30.726,51.8076,33.6129,35.8872,9.5183,24.6766,47.4348,38.5971,24.7176,27.3105,15.2877,22.103,17.019,28.9985,43.371,43.3984,32.5011,30.8159,18.8768,18.0185,22.3894,26.9309,32.7051,47.0017,46.6405,27.0171,15.1491,23.729,18.1749,22.9611,45.5419,34.6489,32.0812,35.8093,45.3177,28.2189,19.2319,27.332,9.6926,49.2636,19.6819,51.6369,87.7561,26.9571,60.5694,41.135,61.5354,22.9534,9.5416,21.9166,4.776,23.0956,17.2407,2.9405,5.1025,48.5961,13.6851,24.312,16.3962,21.7856,33.5871,69.2207,33.6561,16.9639,22.5712,12.8292,36.3289,28.9516,21.1284,25.5308,12.464,17.8741,24.4167,33.1789,42.4675,31.4968,31.7554,12.3383,22.2761,26.817,10.9866,63.8169,17.5054,14.333,35.3307,19.5477,23.0279,11.0801,32.5169,22.1047,31.2536,19.1638,27.2728,41.2517,40.0081,9.57,24.7816,42.001,20.6766,9.6363,17.2936,45.2428,39.7175,13.7158,31.4366,12.9899,19.2177,30.6838,43.7606,21.4217,16.6282,8.4707,22.45,18.2581,41.7391,36.46,30.3949
"228","ENSMUSG00000075587",19.849,12.8229,24.4241,30.0311,27.985,15.2994,18.683,40.2849,41.8686,29.0714,25.9311,28.5339,17.9789,23.3317,6.1509,6.5892,0,8.1429,8.5275,10.8866,12.4335,31.1651,9.3175,13.8956,7.1673,23.953,15.553,10.0198,5.6914,14.5818,9.6062,6.708,5.793,36.9805,24.5078,20.9073,19.6178,20.1203,1.01,17.4309,6.091,23.5667,26.5219,0,17.1036,7.979,6.1213,16.9657,16.5146,22.8862,28.1211,24.4723,16.2431,12.3009,35.3124,2.029,11.5717,4.5133,10.0362,5.6266,10.8016,27.392,21.2083,44.5013,16.5889,19.3298,6.6359,3.4855,3.0287,10.9503,8.6898,24.4162,23.3296,16.9811,25.3021,19.809,28.6572,19.1109,30.5097,20.3237,22.1825,30.4472,22.763,9.8228,17.7051,4.0362,29.2275,10.043,20.146,22.9066,24.5474,29.4251,13.4269,32.7754,13.374,16.3217,22.9662,41.8346,8.6914,29.9353,33.5519,30.6696,5.9164,6.4788,0,22.7093,18.2382,12.2601,22.4368,30.5788,45.0698,20.6563,27.4322,12.523,28.9297,24.5703,9.965,16.2032,4.7475,21.8825,25.3132,2.6687,9.0417,26.3121,12.5283,2.0203,18.7255,15.0467,16.8723,25.7347,7.0628,14.2188,2.016,7.8418,13.3135,39.1049,27.1029,10.5357,13.1506,3.0293,17.2756,19.7424,29.8385,35.3366,0,7.0041,12.2237,10.4262,1.0088,3.0452,13.6807,0,15.4775,10.5854,19.7734,6.4608,21.3938,19.7752,2.031,13.837,10.0078,26.2029,30.0785,5.3448,41.4877,60.4248,7.6183,8.4819,17.5473,29.6136,26.5318,1.0081,15.0047,12.5148,7.4632,39.2345,5.0557,15.334,19.5183,1.0087,11.7558,10.6404,27.9461,11.7775,4.7767
"229","ENSMUSG00000076036",1282.2327,1441.2899,2564.3426,842.318,1130.2761,2371.2251,2038.391,2380.0535,2210.0988,1230.585,2410.287,1701.6228,1404.4163,1713.9737,1413.9051,1077.4552,950.5438,891.1117,2286.2783,1579.0783,1272.8021,1964.3357,1456.6311,1251.4633,697.8716,1241.5313,1336.3159,971.7746,1539.342,2463.5533,895.0605,1635.9585,2319.9016,4392.0587,2341.783,1841.597,2081.1692,2755.676,1512.111,2097.0528,2534.4426,2026.1871,1122.7333,1089.6449,1682.6366,1586.2553,1059.394,1782.518,2173.9713,2343.0769,2568.7375,3635.2984,1032.1342,1165.2603,1627.6714,2967.2165,1978.8176,2981.8356,1727.4917,623.8024,1723.8379,1620.8704,1029.4046,2236.2666,1229.4352,2965.6451,1299.8907,3935.6169,1836.0572,2113.4465,2063.8595,2154.323,1908.2936,1609.6767,1389.4159,1517.9549,1541.1367,1029.3405,736.2883,2224.2569,1333.9738,3556.847,1874.2024,788.0193,2306.2194,2149.6752,1700.1585,1388.497,1902.9765,1023.7258,1922.1083,2351.8875,855.637,1996.2174,216.8483,1897.8796,1248.7641,2504.4731,1499.0272,2175.7307,878.7726,1918.7804,921.3149,1061.6507,1431.928,971.1179,677.6724,2126.1783,1582.9832,2444.8921,3670.5936,1989.7458,1090.9213,2394.032,1155.9747,1648.8101,1026.248,1619.9356,143.3681,2375.7884,2192.6837,355.3088,886.1316,1313.8131,1127.4265,2630.068,1805.5062,1281.5882,3004.4366,3314.9665,1806.4952,1431.4533,1947.3964,1335.8527,1330.8739,2007.6898,3813.3673,1289.7417,1445.7235,2071.094,496.1018,1869.1485,1852.815,1418.2293,1094.9379,1340.1462,1051.461,1473.5769,1317.3297,1465.5371,1747.4115,1313.4618,2246.498,1044.9083,1714.7952,923.4565,1249.6187,1596.6452,1543.7474,2914.3761,2138.7677,1843.2111,4166.8426,1230.5382,1912.8399,3710.5059,1141.808,1072.8589,1213.7754,2073.9906,1101.7993,1152.6718,1642.4602,1509.4197,1735.0221,2724.2447,2753.824,1353.4807,822.9417,923.4572,1675.7309,1538.1407,2581.7437,2992.6431,2494.2519
"230","ENSMUSG00000076068",0,2.9554,6.8683,3.9216,3.9276,3.9308,2.8928,0.9197,0.9391,3.9081,0.9411,0.9228,1.8977,1.9401,0,0,0,5.9245,4.85,0.8829,2.9286,2.8608,3.8742,3.8205,2.9292,0.9354,0,1.9614,3.8975,5.8368,1.9271,2.9331,2.8087,5.8561,6.8722,1.9005,4.9178,3.857,1.9228,2.9509,0,3.8957,4.8593,1.9301,3.8808,6.8621,4.9174,1.9116,6.8837,8.8223,0,1.951,0,0.9221,2.9548,0,0.9832,7.9174,3.9457,0.9114,1.9191,0.9747,2.8896,2.9283,5.8608,2.9225,2.9153,3.8465,2.8692,3.8892,1.8613,1.9703,1.9384,1.957,0,1.9239,1.8866,0.9179,2.9442,6.8648,2.862,5.83,0,0.9467,5.8617,0.927,2.8827,13.8099,1.9557,0,0.9293,2.9379,2.9452,0.8944,1.923,2.8925,9.8549,1.9278,3.9442,3.9173,4.9117,0.948,0.9827,0.9561,2.9588,2.9607,5.8846,1.9319,4.913,0.9442,3.814,3.92,0.9042,2.929,3.9628,2.9529,2.96,0.9764,0,3.9152,1.9036,0.9776,0,0.9862,0,6.8863,0.9433,0.9706,5.8569,0.9801,2.9833,0.9517,0,1.9099,0,0,7.6789,3.9438,0,4.8966,1.9453,2.9393,2.9901,1.9585,3.9575,8.9425,0.9694,0,0.9167,0.9906,0,4.9191,4.9266,0.9084,1.9304,0,1.942,1.9172,2.9631,1.9179,2.9578,0,3.8671,2.9559,0.9457,2.8814,5.9535,1.9852,5.8875,5.889,0.989,0.9876,1.9738,4.9023,0.9196,5.8648,6.8739,1.9585,2.8769,2.9436,3.8941,4.9179,7.7846,3.9539,2.915
"231","ENSMUSG00000076128",145.8451,220.8058,289.147,282.9633,102.0123,166.1998,228.5859,251.8221,95.2812,258.1171,274.177,251.7795,288.4594,279.9096,175.5932,175.6317,156.5354,132.6187,157.6997,257.0262,200.0236,282.4698,348.0905,308.5459,86.0394,196.8583,174.294,156.7126,251.2887,229.2725,146.7183,137.3675,211.8005,485.7513,225.4622,217.7513,190.3097,304.9759,297.4466,167.8688,186.8427,259.9816,281.5512,257.4173,256.5262,147.7874,161.3648,191.0672,254.6394,436.3684,210.2873,209.5606,237.5083,124.1656,197.8437,234.2708,142.0394,243.273,113.7195,264.7903,201.6194,376.0519,266.5233,222.6318,263.543,247.7222,143.8705,340.6936,291.4724,304.1654,391.8233,159.9952,153.7471,175.8725,228.1995,251.6063,322.5171,154.3415,174.2966,279.2198,321.0872,295.2819,231.842,202.2231,250.1234,263.2653,250.5289,257.5901,222.7265,144.4083,216.769,264.8633,167.2742,212.8241,164.3854,211.4751,239.7044,243.8805,235.0516,250.5302,148.8766,272.3407,199.6569,120.7963,107.924,191.5996,226.0964,282.5123,180.428,320.6345,519.2683,173.3287,318.3386,294.4882,212.0847,65.3288,98.9186,138.2177,46.601,183.3412,157.361,32.5135,103.126,217.537,143.0323,162.9554,253.388,189.9737,283.8268,164.9422,225.7947,168.958,267.8592,122.021,140.5879,171.641,242.9716,180.9309,161.5299,255.1144,273.6032,458.9816,185.2274,208.1362,181.0831,64.4843,221.8315,188.3561,121.2441,276.5572,178.8487,106.9895,221.0974,108.7332,164.4048,111.3648,192.9029,188.8871,207.4785,103.9349,132.7032,204.9713,366.3461,117.8609,190.4867,508.8024,211.2353,106.7402,225.081,287.3214,240.4292,208.6611,241.7893,297.6903,188.8468,187.6404,439.1996,219.3326,150.6819,170.4961,386.915,304.4454,463.2954,372.996,211.7551
"232","ENSMUSG00000076138",4854.2927,3468.9237,5673.6485,4382.6623,3327.2655,4122.6412,4308.8884,3912.3768,5241.3681,3925.4522,6093.1387,4413.2838,5182.7425,4672.7212,3840.499,3955.7264,4785.8022,3723.4081,4622.241,4430.788,3052.0431,6894.1675,6531.396,7149.4576,1696.9074,4538.6809,4686.228,3305.4789,4670.4313,5281.5058,3847.8364,4317.1984,4382.4391,13069.2828,5248.7605,4476.9509,5703.2535,5224.4337,5031.1971,3714.8558,4126.0291,4447.6728,6710.4364,3248.4375,6472.9577,3320.2047,3906.3096,4648.1092,5803.8489,7814.7697,3792.6042,3997.6397,5068.9969,4006.1896,5120.1973,5913.9808,5526.5185,4664.1024,3008.4657,4489.8097,3056.3687,7984.0677,4242.3788,5111.5812,5629.1474,5628.977,2325.41,8740.162,4265.765,5918.4524,6486.0334,4151.002,3681.6908,5307.9272,4714.6281,5336.2793,4456.0024,3247.42,4264.6534,4636.0008,5531.4129,6749.5746,4795.5182,3735.2427,6926.8348,4746.1855,4790.321,3929.7539,4557.8471,4330.6551,5833.9016,5133.2195,4204.7843,4136.5272,4220.4899,4550.9049,6714.0119,5433.373,4757.3526,5225.1718,4138.2292,5129.2514,3481.6266,3261.2779,3079.7866,1788.6279,1481.797,5997.7854,3969.9287,4290.6685,8195.3258,5188.4744,5370.8707,4611.3261,4606.8187,3742.4978,2510.582,2800.8045,1035.6773,4587.2776,5996.7967,977.9408,1753.9777,4554.2877,2980.9868,3739.8731,3310.6528,3614.7723,6176.7988,3630.2328,3793.1578,2141.3639,4850.4553,2815.8676,3075.0492,4727.9543,5770.6471,3393.235,3347.9301,4798.9696,3990.8868,7103.8108,5205.3635,4336.2087,3408.361,4349.0987,3916.5533,4347.2671,3088.2095,4160.9625,1201.5215,3034.5065,4844.7859,2375.174,4057.6741,1997.2031,5735.9483,4198.3383,4576.4895,5284.37,3684.199,4969.6009,10371.8147,1985.5257,4141.6107,11230.2071,3907.249,3713.7561,4623.9592,5573.2622,5336.905,3513.2825,6375.0739,4501.4962,5572.382,4944.0622,8340.4444,3950.0793,3634.4855,4158.2246,5547.9075,5165.7466,10383.1241,4866.0807,5305.5662
"233","ENSMUSG00000076270",32.1569,14.9644,29.5979,21.0974,17.8692,26.8924,23.2488,16.3543,10.9726,15.0583,40.1681,28.6145,31.1153,23.4378,20.1898,15.381,26.0688,23.6253,13.3538,25.7095,11.8117,19.9533,27.7818,32.2297,8.8771,23.5133,31.616,21.3623,25.9295,38.108,13.0994,23.2637,21.2058,57.0187,25.0161,14.8379,33.3777,40.077,27.8532,18.7871,25.5939,37.2873,47.3082,15.7805,18.297,22.3666,22.9736,15.235,31.0915,56.6015,24.6679,21.6776,39.6765,33.4366,20.2667,25.6073,17.613,21.1091,17.2683,41.691,17.9884,36.9249,26.2741,26.4064,27.8573,14.5065,20.4841,30.808,28.6062,18.0572,39.6918,28.1558,11.6106,16.3284,26.409,17.3037,23.7107,31.5981,21.3994,28.3216,33.8578,31.8681,27.9653,9.3192,28.0889,16.9002,31.882,35.7832,24.6627,22.1262,23.7901,31.2428,36.5021,21.0844,26.262,25.9862,23.4002,23.3392,7.9612,30.0105,12.483,23.0112,27.6515,9.7448,28.0193,25.1311,27.4659,20.8928,28.3586,15.443,32.6683,18.4008,38.3381,37.6257,1.991,13.0923,8.7785,18.1677,1.0224,36.3515,40.5757,4.381,10.5237,11.4651,21.9787,22.0568,20.4999,15.2294,44.1752,25.3937,15.0071,19.0979,22.6174,20.3444,23.6802,19.0392,63.9619,23.9242,23.087,33.7387,36.1075,32.2582,18.3663,25.8569,25.549,16.6761,22.8775,15.9332,14.1968,32.0557,19.5446,12.3747,33.4901,19.4759,26.0561,4.6059,27.1804,41.9332,22.4117,19.5487,26.0254,23.8117,45.4117,12.5581,24.5185,54.5719,19.0501,10.6352,12.726,18.3119,25.8954,17.5847,39.4161,27.83,34.9996,36.2499,36.125,31.8446,24.935,17.4034,28.8568,30.5777,52.7168,27.8163,37.1255
"234","ENSMUSG00000076271",0,1,1,1,2,0,1,1,3,2,1,0,2,0,1,0,1,2,0,0,0,2,2,1,2,0,0,1,1,2,0,2,0,0,1,2,0,1,4,0,0,0,1,2,1,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,2,1,1,1,1,0,1,0,2,0,3,2,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,2,1,2,2,0,2,3,1,0,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,4,1,1,1,2,0,0,0,3,0,1,2,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,2,1,0,0,1,1,0,1,0,1,0,0,2,0,1,2,0,1,0,0,2,2,0,1
"235","ENSMUSG00000076275",0,0,0.0384,0,5e-04,0,0,0,0,0,0,0,0,0,0.8169,2.9319,0,0.6704,6.5831,1.629,2.5927,4.0138,2.6477,4.7531,3.3739,0,9.014,1.4172,1.1068,14.9491,0.6219,0,23.6942,2.0514,4.0851,0,0,8.0777,1.1785,0,0,0,0.0811,1.7605,0,0,1.0402,2.413,5.0059,0.3387,3.3302,0.6542,0,0,0,0.0017,2.4039,0,3.4955,1.8594,4.115,1.7382,0,3.2229,0,0,3,4.8496,0,0,7.5159,0,0,2.2319,0,1.0536,0,0,0,0.3577,0,5.0829,0,0,1.3959,0,0,12.2186,3.5623,0,0,0,0,1.1133,2.237,0.7467,3.8463,0,10.4721,0,0,0.2285,0.2741,4.37,3.5382,2.2996,32.811,0.2283,2.7688,0,6.5423,0,0.9826,2.1638,0,0,5.3848,1.4485,0,0,0.6408,0,0.5602,0,8.5982,0,0.4898,1.294,0.0823,0,0,0,3.2236,16.1159,0,0,57.8661,0.2183,0.575,3.3602,0,3.1689,0,1.1088,0,0,0,0,3.0461,1.7266,2.5666,3.5086,1.9524,5.1741,2.9074,1.6509,0,0,0,0.2409,0,0,1.1689,0,0.4724,0.7821,2.0559,0.5501,8.1258,0,0,0.8412,0,23.378,1.7734,0.9179,7.5933,1.6691,10.2502,0.4162,0,0.7396,20.6832,1.2061,0
"236","ENSMUSG00000077184",4,0,0,0,2,1,1,2,1,1,2,4,0,0,0,1,0,1,0,1,0,1,3,2,1,3,1,0,1,1,0,0,0,4,2,2,0,0,0,5,2,0,1,0,6,3,0,4,0,3,0,3,1,0,1,1,2,1,1,0,3,1,0,0,1,2,0,1,0,1,0,1,2,0,2,0,0,0,1,0,3,3,0,0,0,1,0,0,1,4,0,1,0,0,0,0,4,2,1,4,0,2,0,1,3,0,0,3,0,1,4,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,2,0,0,1,6,0,1,1,1,0,0,0,2,1,2,0,0,2,0,0,1,0,0,0,0,0,2,3,0,0,4,0,2,2,1,3,0,0,0,1,1,0,0,0,3,2,1,0,2,0,0,1,0,2,3,2,0,0
"237","ENSMUSG00000077192",2,6,3,0,1,12,7,1,7,5,4,2,6,4,1,1,2,10,4,3,2,7,4,3,3,4,0,5,15,6,2,2,7,15,2,3,5,15,11,2,5,9,5,2,8,7,15,7,6,4,3,5,11,5,2,3,1,5,5,2,3,12,6,3,11,9,5,11,5,5,10,6,5,4,4,5,7,4,9,7,3,7,6,0,4,1,2,6,4,10,7,4,6,3,2,3,6,1,12,3,5,5,6,3,6,4,6,3,4,7,11,6,3,6,6,7,7,4,0,7,3,2,8,4,1,4,5,4,9,3,2,2,3,6,4,7,9,2,4,6,3,15,3,2,1,4,9,6,1,6,16,0,6,5,18,3,3,4,2,3,5,1,15,5,3,7,5,6,5,6,4,4,8,7,9,10,8,4,0,1,6,8,8,3,2
"238","ENSMUSG00000077285",7,1,4,2,4,3,3,4,3,3,5,2,1,5,1,0,2,0,1,4,4,4,3,4,2,2,2,5,6,4,0,1,7,3,4,3,1,1,3,10,0,0,1,2,2,8,3,1,4,7,3,1,3,2,0,2,2,6,1,1,1,1,0,2,7,2,3,5,0,5,10,4,2,0,0,1,9,2,2,4,5,5,3,0,5,0,9,2,3,3,2,1,3,4,4,3,6,7,1,1,3,0,1,2,4,4,2,2,5,4,5,4,3,3,2,5,2,3,0,2,3,0,5,0,1,7,4,1,1,4,1,2,3,2,0,2,7,4,2,5,2,0,2,4,1,2,3,3,3,0,4,0,0,3,1,0,7,2,2,4,1,5,1,1,2,7,3,3,1,1,2,1,1,1,6,6,3,3,1,0,4,5,7,3,4
"239","ENSMUSG00000077345",7,2,2,2,1,3,4,1,6,4,3,1,7,5,2,2,0,2,3,4,0,0,3,2,6,6,0,2,1,2,0,3,3,5,2,2,1,4,3,8,4,0,5,0,2,0,3,0,4,6,4,1,9,0,6,3,5,2,1,1,2,3,3,4,4,6,0,6,3,4,1,1,1,3,3,5,1,6,4,2,1,2,2,0,1,3,2,2,2,1,1,5,2,2,1,0,1,3,2,1,5,2,2,0,0,0,0,1,5,0,1,3,3,3,0,1,0,4,0,2,3,0,1,2,9,3,3,0,3,2,1,2,2,2,7,4,2,4,1,0,2,3,5,5,3,3,6,6,0,2,2,1,6,2,5,0,2,1,6,4,1,2,6,0,0,1,1,3,0,2,1,4,5,1,0,1,2,2,1,4,4,0,7,2,2
"240","ENSMUSG00000077358",1.477,2.4111,0.3535,1.2225,1.3689,1.6696,0.5283,0.5155,0.7214,2.321,4.2476,7.24,9.7867,7.1249,0.522,1.4639,0.5714,0.5161,0.4281,1.169,2.4693,4.3816,2.2337,3.2537,0.7725,5.2639,1.6066,1.4536,0.4721,2.3061,2.4432,3.4789,5.3623,4.2481,5.298,1.4787,4.4414,3.9995,4.947,3.4207,3.4312,5.2794,4.0745,2.3518,1.5223,2.5895,1.5473,2.4473,3.2907,10.4461,0.317,1.3672,3.1594,4.3545,1.1801,4.2934,0.4721,3.2457,0,2.2052,3.5866,3.7777,2.2731,0,3.2959,1.1072,2.5077,1.8131,0,5.0795,0.0728,2.2574,1.4921,0.5493,4.2365,0.3672,1.397,6.1635,2.1859,2.2851,0,1.2759,2.0869,5.2818,4.3178,2.3062,1.1707,1.3813,4.275,1.5317,4.4057,6.29,0.4422,2.3221,3.4588,1.475,0,2.2115,2.2689,3.2627,0.236,2.345,1.4426,1.6502,2.6516,2.4725,4.5099,0.0957,0.626,2.4077,8.9048,1.413,0.2973,7.2427,0.2655,0.5067,2.7252,5.3807,0,4.4087,4.4169,0.7881,1.5362,0.1956,0.3012,3.5448,0.2049,1.5669,2.0499,0,3.5777,2.4275,2.2206,1.7249,1.5295,2.4527,1.0537,2.5225,3.5133,4.2307,2.2256,2.7683,4.5413,1.1857,1.4918,1.4423,6.2009,2.474,2.6026,2.046,0.4473,4.6373,2.1066,0.6443,3.4282,0,1.522,2.6065,4.1436,3.3557,1.5266,2.3436,1.6458,0.648,1.5648,2.6714,1.3403,1.6688,2.465,1.2658,5.158,0.4208,2.2168,1.9591,1.3787,7.5695,3.8687,1.423,4.3497,1.2491,0,2.0978,4.6543,2.4428,2.5378
"241","ENSMUSG00000077431",0.8937,0,0,0.8793,0,0.9063,1.7576,0.8931,0,0.858,0,0.8044,0.6368,0,0,0.8942,0,1.8524,0,0.8483,1.8459,0,1.7888,0,0.9417,0,0,3.8463,0,0.7086,0,0.8635,0,3.8056,1.7188,0.8199,0.8995,2.7208,0,0,1.8038,0,0.8656,0,1.7999,3.8208,0.8096,0,0.6713,6.5678,0.8795,2.9064,2.5762,0,2.7202,2.921,0,0.6492,0,0,2.8448,0,1.7343,0.7873,0,1.8436,1.7923,3.5645,0,0,0.7774,0,2.8979,3.864,0,0,0,0,0.7846,0,0.7991,0,0,0,0,3.8784,0.7726,0,2.8169,0,0.7661,0.7596,0,0,0.8212,0.9073,0.7645,1.7615,0,0.8561,0.7719,1.8998,0,0,0,1.9163,0,0.8083,1.891,0,1.8475,1.6274,0,3.7382,0,0.7187,0.9304,1.9114,0,1.797,0,0,0,0.9661,0,0,0.8627,0,0,2.8614,0.8755,0,0,0.898,2.8282,0,5.5651,0.9073,1.9049,0,2.7617,0,0,1.8931,0,2.8225,0.8001,0.8145,0,0.8376,1.8375,0,2.7543,0.8996,0,0.775,0.8602,3.7981,0.8785,2.8316,1.8258,0,4.6187,0,0.9107,4.5442,0,0.6559,0,0.891,0,0,0.8864,0.8619,2.7097,0.8851,1.8004,0.8088,1.8521,0.9498,1.7934,0,2.5535,0,0
